time,machine_id,polygon_id,rec_bytes,rssi,count_coords,coords
2021-03-03 13:01:49.389969,10304,9611,248,-53
2021-03-03 13:01:49.587675,10304,9711,248,-53
2021-03-03 13:01:49.785367,10304,9811,248,-54
2021-03-03 13:01:50.180875,10304,10011,248,-53
2021-03-03 13:01:50.378395,10304,111,248,-53
2021-03-03 13:01:50.576071,10304,211,248,-53
2021-03-03 13:01:50.773771,10304,311,248,-53
2021-03-03 13:01:50.971474,10304,411,248,-53
2021-03-03 13:01:51.169178,10304,511,248,-53
2021-03-03 13:01:51.366877,10304,611,248,-53
2021-03-03 13:01:51.564577,10304,711,248,-53
2021-03-03 13:01:51.959970,10304,911,248,-53
2021-03-03 13:01:52.157775,10304,1011,248,-53
2021-03-03 13:01:52.355423,10304,1111,248,-53
2021-03-03 13:01:52.553115,10304,1211,248,-53
2021-03-03 13:01:52.750859,10304,1311,248,-53
2021-03-03 13:01:52.948552,10304,1411,248,-53
2021-03-03 13:01:53.146254,10304,1511,248,-53
2021-03-03 13:01:53.343925,10304,1611,248,-52
2021-03-03 13:01:53.541694,10304,1711,248,-53
2021-03-03 13:01:53.739351,10304,1811,248,-53
2021-03-03 13:01:53.937065,10304,1911,248,-53
2021-03-03 13:01:54.134775,10304,2011,248,-53
2021-03-03 13:01:54.332493,10304,2111,248,-53
2021-03-03 13:01:54.530169,10304,2211,248,-53
2021-03-03 13:01:54.727863,10304,2311,248,-53
2021-03-03 13:01:54.925548,10304,2411,248,-53
2021-03-03 13:01:55.123234,10304,2511,248,-53
2021-03-03 13:01:55.320948,10304,2611,248,-53
2021-03-03 13:01:55.518693,10304,2711,248,-53
2021-03-03 13:01:55.716376,10304,2811,248,-53
2021-03-03 13:01:55.914085,10304,2911,248,-53
2021-03-03 13:01:56.111767,10304,3011,248,-53
2021-03-03 13:01:56.309477,10304,3111,248,-53
2021-03-03 13:01:56.704880,10304,3311,248,-53
2021-03-03 13:01:56.902563,10304,3411,248,-53
2021-03-03 13:01:57.100288,10304,3511,248,-53
2021-03-03 13:01:57.297983,10304,3611,248,-53
2021-03-03 13:01:57.495712,10304,3711,248,-53
2021-03-03 13:01:57.693389,10304,3811,248,-53
2021-03-03 13:01:57.891098,10304,3911,248,-52
2021-03-03 13:01:58.088781,10304,4011,248,-53
2021-03-03 13:01:58.286464,10304,4111,248,-52
2021-03-03 13:01:58.484189,10304,4211,248,-53
2021-03-03 13:01:58.681893,10304,4311,248,-53
2021-03-03 13:01:58.879588,10304,4411,248,-53
2021-03-03 13:01:59.274991,10304,4611,248,-53
2021-03-03 13:01:59.670386,10304,4811,248,-53
2021-03-03 13:02:00.065780,10304,5011,248,-53
2021-03-03 13:02:00.263488,10304,5111,248,-53
2021-03-03 13:02:00.461177,10304,5211,248,-52
2021-03-03 13:02:00.658848,10304,5311,248,-53
2021-03-03 13:02:00.856592,10304,5411,248,-53
2021-03-03 13:02:01.054274,10304,5511,248,-53
2021-03-03 13:02:01.251975,10304,5611,248,-53
2021-03-03 13:02:01.647373,10304,5811,248,-52
2021-03-03 13:02:01.845070,10304,5911,248,-52
2021-03-03 13:02:04.228700,10001,5611,248,-53
2021-03-03 13:02:05.217169,10001,6111,248,-53
2021-03-03 13:02:05.612570,10001,6311,248,-53
2021-03-03 13:02:06.403329,10001,6711,248,-53
2021-03-03 13:02:06.996436,10001,7011,248,-53
2021-03-03 13:02:07.194129,10001,7111,248,-53
2021-03-03 13:02:07.391858,10001,7211,248,-53
2021-03-03 13:02:07.589549,10001,7311,248,-53
2021-03-03 13:02:07.787262,10001,7411,248,-53
2021-03-03 13:02:07.984953,10001,7511,248,-53
2021-03-03 13:02:08.182675,10001,7611,248,-53
2021-03-03 13:02:08.578024,10001,7811,248,-53
2021-03-03 13:02:08.775727,10001,7911,248,-53
2021-03-03 13:02:08.973410,10001,8011,248,-53
2021-03-03 13:02:09.171095,10001,8111,248,-53
2021-03-03 13:02:09.368816,10001,8211,248,-53
2021-03-03 13:02:09.566496,10001,8311,248,-53
2021-03-03 13:02:09.764194,10001,8411,248,-53
2021-03-03 13:02:09.961900,10001,8511,248,-53
2021-03-03 13:02:10.159675,10001,8611,248,-53
2021-03-03 13:02:10.357314,10001,8711,248,-53
2021-03-03 13:02:10.555034,10001,8811,248,-53
2021-03-03 13:02:10.752725,10001,8911,248,-53
2021-03-03 13:02:10.950432,10001,9011,248,-53
2021-03-03 13:02:11.148125,10001,9111,248,-53
2021-03-03 13:02:11.345845,10001,9211,248,-53
2021-03-03 13:02:11.543464,10001,9311,248,-53
2021-03-03 13:02:11.741164,10001,9411,248,-53
2021-03-03 13:02:11.938859,10001,9511,248,-53
2021-03-03 13:02:12.136562,10001,9611,248,-53
2021-03-03 13:02:12.334271,10001,9711,248,-53
2021-03-03 13:02:12.531960,10001,9811,248,-53
2021-03-03 13:02:12.729656,10001,9911,248,-53
2021-03-03 13:02:12.927444,10001,10011,248,-53
2021-03-03 13:02:13.124950,10001,111,248,-53
2021-03-03 13:02:13.322651,10001,211,248,-53
2021-03-03 13:02:13.520353,10001,311,248,-53
2021-03-03 13:02:13.718086,10001,411,248,-53
