WKT,WorkAreaId,StartTime,StopTime,AreaQM,DeviceId,AppliedValue,MinGpsFix
"MULTIPOLYGON (((12.1181516241408 51.7239509267389,12.1176371362253 51.7238999300204,12.1176341984445 51.7239119916341,12.1176156889779 51.7239785102653,12.1175833589168 51.7241095612261,12.1175638364224 51.7241826409437,12.1175476135046 51.724255648759,12.1175317523824 51.7243152917311,12.117518163337 51.7243763278106,12.1174971647162 51.724456292175,12.1174826494739 51.7245250667414,12.1174261225183 51.7247324240363,12.1174118677689 51.7247947273941,12.1173609124667 51.7250023902739,12.1173306518768 51.7251115469791,12.1173016730374 51.7252331065007,12.117816697074 51.7252819820897,12.1178243437771 51.7252499679274,12.1178243003617 51.7252499589396,12.1178443872573 51.7251653748513,12.1178758924243 51.725051436642,12.1179275857897 51.7248406999382,12.1179397565961 51.7247866293956,12.1179930708061 51.7245918460185,12.118013056399 51.72450128505,12.1180343733999 51.7244201073339,12.118045560122 51.7243688409818,12.1180573257172 51.7243260860664,12.1180777599367 51.7242357497927,12.1180981507407 51.7241593266174,12.1181292506966 51.724032958295,12.1181494967823 51.7239596898338,12.1181516241408 51.7239509267389)))",145,1599207254,1599207321,5400.82289408738,3,,2
"MULTIPOLYGON (((12.1184720738023 51.7226833428141,12.1182295549283 51.7226576646991,12.1182286866187 51.722661340705,12.1179574990558 51.7226332179112,12.1179291198034 51.7227379975629,12.1178086997323 51.7232178017253,12.1177816229443 51.7233315152399,12.1177086849371 51.7236096693538,12.1177000597284 51.7236476787162,12.1176837210359 51.7237100899275,12.1176632868164 51.7238004621524,12.117650363475 51.7238458774535,12.1176371362253 51.7238999300204,12.1181516241408 51.7239509267389,12.1181594533992 51.7239189391955,12.1181594244555 51.7239189302077,12.1181647356159 51.723897170769,12.1181793087456 51.7238450505769,12.1181982378951 51.723760915878,12.1182156475027 51.7236941635643,12.1182230426062 51.7236611154618,12.1182968923385 51.723379321293,12.1183235060281 51.7232674682509,12.1184428262403 51.7227918344229,12.1184720738023 51.7226833428141)))",146,1599207321,1599207384,5138.50172149278,3,,2
"MULTIPOLYGON (((12.1188059567461 51.7223876184306,12.1187853350061 51.7223825133649,12.1187615440303 51.7223778307255,12.1187201124222 51.7223722313312,12.1186859888693 51.7223692563722,12.1186365690503 51.7223664431934,12.1186045004357 51.7223635401366,12.1185392923231 51.7223567273905,12.1185101903448 51.7223521256411,12.1185064567245 51.7223508313991,12.1184760378491 51.7223476047819,12.1184073566014 51.72234276935,12.1183680233458 51.7223377721378,12.118317879957 51.722335776848,12.1183164762315 51.7223447197008,12.1183653895516 51.7223466161248,12.1184053016631 51.7223516672638,12.1184731725126 51.7223564128178,12.118502969118 51.7223595585449,12.1185070645232 51.7223608977259,12.1185367308859 51.7223655713776,12.1185725620636 51.7223697237373,12.1186346298831 51.7223753590827,12.1186832537753 51.7223780913714,12.1187162775021 51.7223809045502,12.1187561606708 51.722386180384,12.1187790399486 51.7223906023775,12.118798764462 51.7223954198339,12.1188059567461 51.7223876184306)))",147,1599207517,1599207533,34.1282019578965,3,,2
"MULTIPOLYGON (((12.1189890780831 51.722733722059,12.1186324904131 51.7226958115638,12.1186319549527 51.722697465317,12.1184750071734 51.7226809547481,12.1184308678717 51.7228489185542,12.1184071339521 51.7229466068359,12.118363660358 51.723105528926,12.1183375819902 51.7232174808293,12.118308319804 51.7233253702518,12.1183026612902 51.7233491159911,12.1182959752714 51.7233859030126,12.1182752515075 51.7234644383154,12.1182579575843 51.723522121947,12.118252096464 51.7235467035507,12.1182495928249 51.7235693887308,12.1181871031512 51.7238179999702,12.1181752361914 51.7238716390966,12.1181572042013 51.7239364230817,12.1181463068589 51.7239828450134,12.1186606237909 51.7240345967041,12.1186727223012 51.7239832225005,12.1186884677307 51.7239272555367,12.118703229071 51.7238621120399,12.118764329442 51.7236193788148,12.1187690038664 51.7235873643094,12.1187732441338 51.7235686786955,12.118787716036 51.7235227421044,12.1188095686083 51.723440225211,12.1188201041531 51.7233868287549,12.1188577166269 51.7232456305853,12.1188742145954 51.7231712386534,12.118920727289 51.7230009200465,12.1189465741063 51.7228948191941,12.1189574859206 51.7228563963949,12.1189827393899 51.7227554185823,12.1189890780831 51.722733722059)))",148,1599207545,1599207613,5278.32722917337,3,,2
"MULTIPOLYGON (((12.1186606237909 51.7240345967041,12.1181463068589 51.7239828450134,12.1181350601969 51.7240303063443,12.1181081995563 51.7241287495778,12.1180821783107 51.724229952062,12.1180655640782 51.7243025014805,12.1180048237179 51.7245347818537,12.1179818995505 51.7246322274429,12.1179604226158 51.7247164609848,12.1179492355064 51.724756034212,12.1179069618365 51.7249278088015,12.1178719098583 51.7250549051008,12.1178606214425 51.7251059826956,12.1178082460877 51.7253193977034,12.1183241411612 51.7253645882976,12.1183752718958 51.7251563862064,12.1183877470424 51.7251003383652,12.1184204979205 51.724982409609,12.1184650437459 51.7248015124154,12.1184739152829 51.7247712235724,12.1184962026679 51.7246839341828,12.1185204727618 51.7245810330068,12.1185795343321 51.7243554665107,12.1185965393174 51.7242812004248,12.1186230092052 51.7241784520412,12.1186486686426 51.7240845925791,12.118652966924 51.7240665990291,12.1186530971749 51.7240666170047,12.1186606237909 51.7240345967041)))",149,1599207613,1599207678,5406.19138481703,3,,2
"MULTIPOLYGON (((12.1183241411612 51.7253645882976,12.1178082460877 51.7253193977034,12.1178004059769 51.7253513858564,12.1178005651772 51.7253513948442,12.1177731393078 51.7254657014961,12.1177516617403 51.7255482632907,12.1177402427372 51.7255875938386,12.1177126431947 51.7256953304196,12.1177006597541 51.7257499402023,12.117691295882 51.7257859991964,12.1176823661926 51.7258286642127,12.1176807162986 51.7258414358554,12.1176665040539 51.7258883161429,12.117654535086 51.7259325450337,12.1176339114111 51.726025415818,12.117595978322 51.7261569071151,12.1175790307267 51.7262231201285,12.1175740955175 51.7262477196965,12.1175492168528 51.7263491378645,12.1175276379761 51.7264274843878,12.1174845960047 51.7266002745579,12.1174724678366 51.7266530957713,12.1179875821087 51.7267017286769,12.1180005496965 51.726645285386,12.1180143856497 51.7265927338061,12.1180433311583 51.7264736366647,12.1180627101764 51.7264039363907,12.1180883848426 51.7262995702292,12.1180954041284 51.7262662255462,12.1181105860477 51.7262074813823,12.1181469850249 51.726081688341,12.1181701703773 51.7259788950419,12.1181937464941 51.7258978881341,12.118208421867 51.7258254106344,12.1182133281307 51.7258049005087,12.118215253007 51.7258005953596,12.1182286692503 51.7257399367974,12.1182872983781 51.725518001418,12.1183241411612 51.7253645882976)))",150,1599207678,1599207741,5415.38459311025,3,,2
"MULTIPOLYGON (((12.1179875821087 51.7267017286769,12.1174724678366 51.7266530957713,12.1174425723819 51.7267773595182,12.117415044392 51.7268771778376,12.1174041026673 51.7269246872592,12.1173819731739 51.727007950082,12.117373737934 51.7270528530465,12.1173472230668 51.7271508558336,12.1173347037655 51.7272041084486,12.1172913710622 51.7273726114066,12.1172612378998 51.727497460702,12.1172472568071 51.72755017405,12.1172278627449 51.7276129267518,12.1172066884814 51.7277127810223,12.1172032293912 51.7277355650525,12.1171920560956 51.7277790659228,12.1171703173781 51.7278511209801,12.1171507930572 51.7279233827564,12.1171407486697 51.7279742985478,12.1171376658822 51.7279868005541,12.117651767737 51.7280391543908,12.1176568478235 51.7280183386851,12.1176678474409 51.727963306489,12.1177176062364 51.7277871459398,12.1177239889091 51.7277514644408,12.1177377094845 51.7276886398368,12.1177408935843 51.7276686240438,12.1177597087193 51.7276086305914,12.1177753397546 51.727550048221,12.1178066162983 51.7274206600952,12.1178490371911 51.7272558331405,12.1178628011861 51.7271975293914,12.1178881292525 51.7271043350682,12.1178989262453 51.7270483501671,12.1179178571658 51.7269786049701,12.1179305356722 51.7269242019189,12.1179639108271 51.7268014647525,12.1179799760577 51.7267337328189,12.117980236575 51.7267337597823,12.1179875821087 51.7267017286769)))",151,1599207741,1599207807,5414.49045996956,3,,2
"MULTIPOLYGON (((12.117651767737 51.7280391543908,12.1171376658822 51.7279868005541,12.1171225506773 51.7280473887749,12.1170975258118 51.7281340938989,12.1170863521876 51.7281898540927,12.1170718930548 51.7282436549502,12.1170489523886 51.7283420801407,12.1169714751734 51.7286511249929,12.116948433192 51.728733884481,12.1169053307921 51.728909101273,12.1168841703795 51.729000444092,12.1168631691766 51.7290806330748,12.1168397798286 51.7291771888068,12.1168144365438 51.7292678036156,12.1168033642349 51.7293171465337,12.1173163377936 51.7293744076869,12.1173305364015 51.7293122841441,12.1173526375985 51.72923436907,12.1173793703496 51.7291246552264,12.1173982294587 51.7290532742692,12.1174211556513 51.7289547861642,12.1174623620088 51.7287868135237,12.117484969782 51.7287060223597,12.1175632430455 51.728393957613,12.1175874718627 51.728290382424,12.1176002231099 51.7282433493656,12.1176136835639 51.7281782149162,12.1176356544985 51.7281036522844,12.1176437741917 51.7280711255047,12.1176439912958 51.728071152468,12.117651767737 51.7280391543908)))",152,1599207807,1599207872,5403.16239183888,3,,2
"MULTIPOLYGON (((12.1173163377936 51.7293744076869,12.1168033642349 51.7293171465337,12.116794464818 51.7293562177137,12.1167847384127 51.7293864885569,12.1167654303402 51.7294571145326,12.1167616237262 51.7294781818891,12.1167271760408 51.7296207370685,12.1166786742786 51.7297964122175,12.1166550095871 51.7298966978674,12.1166693097187 51.72989806401,12.1166662123218 51.7299103772686,12.116694812585 51.7299130915782,12.1166937994178 51.729917145067,12.1167080995494 51.729918493234,12.1167068837487 51.7299234095497,12.1167211694065 51.7299247487289,12.116719939132 51.729929772898,12.1167342392637 51.7299311030894,12.1167329076725 51.7299363339774,12.1167615368833 51.7299389584092,12.1167611171426 51.7299406481119,12.1167754172742 51.72994195134,12.1167747080572 51.7299454475864,12.1168033227942 51.7299481079693,12.1168015280409 51.7299569339693,12.1168157992248 51.7299583630263,12.1168144821075 51.7299634321343,12.1168287532914 51.7299648611913,12.1168283335507 51.7299665239306,12.1168569048663 51.7299693910325,12.1168561088064 51.7299732557779,12.1168846511743 51.7299762307331,12.1168821182563 51.7299860993156,12.1169106316766 51.7299891731364,12.1169101829883 51.7299908358757,12.1169244396984 51.7299923727861,12.1169231660025 51.7299961836048,12.1169517083705 51.7299991495722,12.1169503912531 51.7300037333401,12.1169646624371 51.7300051893604,12.1169635045317 51.730010519114,12.1169777612418 51.7300120470366,12.1169771533415 51.7300144198106,12.117148986502 51.730030337169,12.1171558615652 51.7300045602158,12.117194086917 51.7298438856718,12.1172397952325 51.7296786992621,12.1172768626789 51.7295264013291,12.1172822758866 51.7294980988097,12.1172986168265 51.7294399478727,12.1173063892664 51.7294165077423,12.1173087629725 51.7294064324409,12.1173090090274 51.729406468392,12.1173163377936 51.7293744076869)))",153,1599207872,1599207905,2569.47295324755,3,,2
"MULTIPOLYGON (((12.117148986502 51.730030337169,12.1169771533415 51.7300144198106,12.1169764151768 51.730017385778,12.1169906429393 51.7300189586395,12.11698916661 51.7300237221629,12.1170176800303 51.7300267959837,12.1170172168681 51.7300283239063,12.1170457302884 51.730031361776,12.117044659226 51.7300347681446,12.1170589304099 51.7300362511283,12.1170576856616 51.7300413112485,12.117071927898 51.7300428301833,12.1170706107806 51.7300480161324,12.1170848530169 51.7300495620306,12.1170834780043 51.730053426776,12.1171120203723 51.7300563478045,12.1171116151054 51.7300575341915,12.1171258573417 51.7300589632485,12.117124959965 51.7300608327068,12.1171392745705 51.7300621539104,12.1171474378035 51.7300362061894,12.117148986502 51.730030337169)))",154,1599207905,1599207905,24.3519053257124,3,,-1
"MULTIPOLYGON (((12.1178020451907 51.7295435718467,12.1172860608654 51.7294986509171,12.1172720214602 51.7295481466273,12.1172582570536 51.7296070255809,12.1172195835581 51.7297595572129,12.1171826034753 51.7299147941669,12.1171436549811 51.7300673797256,12.1171579114905 51.730068799795,12.1171566233389 51.7300730330399,12.1171851653049 51.7300759900199,12.1171837903116 51.7300816253586,12.1171980612946 51.7300830723913,12.117196773143 51.7300884021455,12.1172110585996 51.7300898312027,12.1172098283425 51.7300941363498,12.1172240848519 51.7300955833825,12.1172230716989 51.7300991155805,12.117251613665 51.7301020635726,12.1172512228774 51.7301039150555,12.1172654793868 51.7301053620883,12.1172642925505 51.7301109794514,12.1172785924808 51.7301123725575,12.1172775214334 51.7301172708982,12.11729180689 51.7301186280531,12.1172909239996 51.730122573689,12.1173195238601 51.7301252520477,12.1173191475461 51.730126923775,12.11733346195 51.7301282629544,12.11733226064 51.7301333770018,12.1173608605005 51.7301360283972,12.1173598184004 51.7301412233346,12.1173741328042 51.7301425085873,12.1173729025471 51.7301474698424,12.1174015313548 51.7301500852867,12.1173989695252 51.7301585877276,12.1174275404384 51.7301614098908,12.1174272509662 51.7301629827525,12.1174415219492 51.7301643668708,12.1174405956379 51.7301691393825,12.1174548955682 51.7301704695741,12.1174539258361 51.7301750353669,12.1174682257663 51.7301763385951,12.1174670099828 51.7301805179133,12.117481309913 51.7301818750683,12.1174808901782 51.7301835557833,12.1175094755651 51.730186279081,12.117508129519 51.7301914830062,12.1175224294493 51.7301928671245,12.1175211847185 51.7301978283796,12.1175497701054 51.7302005876284,12.1175463977534 51.7302109685155,12.1175749107722 51.7302140692999,12.1175743028805 51.730215956734,12.1176027869521 51.7302190934695,12.1176009053823 51.7302250164172,12.1176293749803 51.7302282610062,12.117640099928 51.7301920132853,12.1176984141172 51.7299606498258,12.1177334547358 51.7298130704612,12.1177857913226 51.7296020643257,12.1178020451907 51.7295435718467)))",155,1599207932,1599207967,2547.80303287694,3,,2
"MULTIPOLYGON (((12.1181342889935 51.7282153012557,12.1176204473974 51.7281615992517,12.1176103016926 51.7282034014309,12.1175986218298 51.7282451317078,12.1175585745184 51.7284116124139,12.1175397738471 51.72849538754,12.1175118550673 51.728597650536,12.1174673065944 51.7287762557615,12.1174456547051 51.7288531372581,12.1174212384368 51.728958303308,12.1174002088945 51.7290353106334,12.1173437345147 51.7292580548617,12.1173240799253 51.7293478248392,12.117305742396 51.729412554853,12.1172860608654 51.7294986509171,12.1178020451907 51.7295435718467,12.1178040976809 51.7295362087727,12.1178096553851 51.7295115642715,12.1178092935554 51.7295115283203,12.1178195116262 51.7294664096492,12.1178406280075 51.7293902741387,12.1178583142434 51.7293088807751,12.1179140070711 51.7290890935274,12.1179358471119 51.7290087247711,12.1179588884273 51.7289090143055,12.1179832033832 51.7288216620417,12.1180256532439 51.7286514064667,12.118055525904 51.7285413870139,12.1180734002913 51.7284614316955,12.1181125792114 51.728298240518,12.1181258800713 51.7282501468907,12.1181342889935 51.7282153012557)))",156,1599207967,1599208034,5402.16572391078,3,,2
"MULTIPOLYGON (((12.1184704745492 51.7268808215538,12.1179566770265 51.7268274700612,12.1179447080523 51.7268786105586,12.1179262842263 51.726945650448,12.1179078893459 51.7270242935679,12.1178850947457 51.7271114571082,12.1178586095913 51.7272210451724,12.1178313863261 51.7273173852414,12.1178040617515 51.7274376687699,12.1177721203658 51.7275612957545,12.1177314084864 51.7277308593089,12.1177005670306 51.7278427033072,12.1176800446541 51.7279312509664,12.1176287097674 51.7281296473356,12.1176282176935 51.7281296023967,12.1176204473974 51.7281615992517,12.1181342889935 51.7282153012557,12.1181953473441 51.7279791288978,12.1182191116193 51.7278778635227,12.1182317029222 51.7278351625555,12.118264425837 51.7277068079959,12.1182864533807 51.727612975519,12.1183197986243 51.7274837401565,12.1183448220297 51.7273724174498,12.1183739412268 51.7272687792993,12.1184399225487 51.7269998827435,12.1184537585091 51.7269515644106,12.1184704745492 51.7268808215538)))",157,1599208034,1599208101,5410.09640018789,3,,2
"MULTIPOLYGON (((12.1188076704995 51.7255432882136,12.1182934684294 51.7254918151563,12.1182700377187 51.7255871845663,12.1182435099282 51.7256862839079,12.1182267654364 51.725761035334,12.1182052306016 51.7258371529038,12.1181435350365 51.72608598878,12.1181237513543 51.7261607581817,12.1180948790456 51.726283396538,12.1180734310448 51.7263619048592,12.1180496674703 51.7264616603093,12.1180295075074 51.7265375711599,12.1180007943943 51.7266636698143,12.1179932832523 51.7267009871067,12.1179841222642 51.7267260450574,12.117970127516 51.7267719187233,12.1179644109436 51.7267954757135,12.1179641793862 51.7267954577379,12.1179566770265 51.7268274700612,12.1184704745492 51.7268808215538,12.1184820284849 51.7268322177875,12.1185099745642 51.7267426005614,12.1185439990243 51.7265886038156,12.1185603527631 51.7265278463742,12.1185870686939 51.726416182106,12.1186105862386 51.7263295128741,12.1186393282963 51.7262073149194,12.1186588514765 51.7261337408934,12.11871892614 51.7258911695048,12.1187427476038 51.7258058933799,12.1187576685814 51.7257385389026,12.1187853541586 51.7256349097163,12.1188076704995 51.7255432882136)))",158,1599208101,1599208169,5419.83480595691,3,,2
"MULTIPOLYGON (((12.1191430434626 51.7242066267649,12.1186282921452 51.7241566636445,12.1185988273392 51.7242830229736,12.1185632843317 51.7244183161651,12.1185439788056 51.7244992601951,12.1185312145822 51.7245465539422,12.1185240799312 51.7245787841544,12.1185046152142 51.7246517560154,12.1184741952623 51.7247752392519,12.1184597522975 51.7248274403318,12.1184304900983 51.7249503123987,12.1183981598544 51.7250696882155,12.1183846430918 51.7251296187943,12.118377001924 51.7251563125283,12.118360532892 51.725223667021,12.1183495052977 51.7252748614686,12.1183252937946 51.7253640742647,12.1183092155041 51.7254368843454,12.1182987957299 51.7254701751168,12.1182934684294 51.7254918151563,12.1188076704995 51.7255432882136,12.1188235905519 51.7254882315854,12.1188431276285 51.7254009691395,12.1188655735588 51.7253192701352,12.1188801901865 51.7252528144215,12.1189005955776 51.7251745847039,12.1189119704978 51.7251232554395,12.1189455887415 51.7249988824118,12.1189733892779 51.7248816456888,12.1189892794336 51.7248238631917,12.1190185850485 51.7247047030818,12.1190595405499 51.7245458888458,12.119076935784 51.7244724496198,12.1191147508812 51.7243280787611,12.1191430434626 51.7242066267649)))",159,1599208169,1599208236,5415.96085591653,3,,2
"MULTIPOLYGON (((12.1194806054798 51.722872026701,12.118965594353 51.7228232050186,12.1189463328095 51.7229003741948,12.1189289236158 51.7229601160436,12.1188497646053 51.7232659346304,12.1188342801188 51.7233342598199,12.1188181444156 51.7233900021016,12.1188079709632 51.7234299708095,12.1187548895646 51.7236566429062,12.1187442385533 51.7236948769704,12.1187163230632 51.7238150077889,12.1186816059762 51.7239469216019,12.11867422552 51.7239792866384,12.1186524893529 51.7240566984849,12.1186360352771 51.7241246551749,12.1186357747904 51.7241246371993,12.1186282921452 51.7241566636445,12.1191430434626 51.7242066267649,12.1191658073163 51.7241120093525,12.1191898733921 51.7240255198368,12.1191954738559 51.7240002371799,12.1192320288212 51.7238609623659,12.1192580774901 51.7237482554629,12.1192700743493 51.7237046646751,12.1193309703485 51.7234469846984,12.119350289778 51.7233788842037,12.1193639219147 51.7233181267345,12.1194418074346 51.7230169188846,12.1194613005219 51.7229494025963,12.1194806054798 51.722872026701)))",160,1599208236,1599208304,5409.81707944159,3,,2
"MULTIPOLYGON (((12.1195043821259 51.7227751562863,12.1192458780302 51.7227552033896,12.1192462687602 51.7227535406482,12.11898772125 51.7227338214341,12.118965594353 51.7228232050186,12.1194806054798 51.722872026701,12.1194885937383 51.7228400571273,12.1194884490234 51.7228400391517,12.1195043821259 51.7227751562863)))",161,1599208304,1599208307,377.561626213392,3,,2
"MULTIPOLYGON (((12.1197675039469 51.7224746716369,12.1197262169284 51.7224697912661,12.1197228450829 51.7224785273995,12.1197627573145 51.7224831561121,12.1197675039469 51.7224746716369)))",162,1599208327,1599208328,2.8363877517194,3,,2
"MULTIPOLYGON (((12.1200182412467 51.7228251082088,12.1197898162725 51.7228016321036,12.1197886151021 51.722805326085,12.1196743013114 51.7227939834951,12.1196731290849 51.7227986122065,12.1195016656349 51.7227814904682,12.1194580906477 51.7229502182336,12.1194382641009 51.7230364201193,12.1194122435672 51.7231309986244,12.1193774675147 51.72327346407,12.1193509549353 51.7233675662223,12.1193395655249 51.7234276945316,12.1193239213664 51.7234860971855,12.1192817067408 51.7236644059342,12.1192328639704 51.7238415912092,12.1192251793745 51.723882350833,12.1192113152637 51.7239402232072,12.1191749762425 51.7240787250379,12.119690567763 51.7241252188711,12.1197249675453 51.7239943386856,12.1197403222651 51.7239307321019,12.1197507420561 51.723878045682,12.1197954169101 51.7237183236812,12.119839483943 51.7235326359576,12.1198537677399 51.7234797607941,12.1198682975596 51.7234057193872,12.1198906132787 51.7233293231795,12.1199223646974 51.7231990451759,12.1199527557546 51.7230871741645,12.1199740294946 51.7229950942648,12.1200182412467 51.7228251082088)))",163,1599208339,1599208406,5268.16526494892,3,,2
"MULTIPOLYGON (((12.119690567763 51.7241252188711,12.1191749762425 51.7240787250379,12.1191665973059 51.7241106653667,12.1191671327831 51.7241107103057,12.1191495199243 51.7241826755169,12.1190995468746 51.7243763623287,12.1190792132126 51.7244435550249,12.1190373157383 51.7246288831947,12.1190105274049 51.724732970757,12.1189929434908 51.7247932338694,12.1189685865135 51.7248912996144,12.1189490198865 51.7249574766907,12.1189425652151 51.7249758207642,12.1189567915424 51.7249774475536,12.1189432164712 51.7250264220055,12.118937861699 51.7250553267288,12.1189234906482 51.7250542571821,12.1189105378885 51.725121845341,12.118889495081 51.725197279838,12.1188634014208 51.7253127729022,12.1188393194183 51.7253960986762,12.1188353105753 51.7254118362914,12.1193514961425 51.7254560562039,12.1193539564432 51.725446511174,12.1193665763388 51.7254056706695,12.1193767648783 51.7253679848782,12.1194052609498 51.7252429647598,12.1194236118988 51.7251780819248,12.1194290390328 51.7251544170814,12.1194463334998 51.7250628764699,12.1194810816296 51.7249495584503,12.119512978705 51.7248230823104,12.1195224870438 51.7247929911992,12.1195517067331 51.7246802573857,12.1195951093326 51.7244887276428,12.1195989300349 51.7244795151611,12.1196119985736 51.7244347200302,12.1196633609696 51.7242360899356,12.119690567763 51.7241252188711)))",164,1599208406,1599208472,5393.63942113551,3,,2
"MULTIPOLYGON (((12.1193514961425 51.7254560562039,12.1188353105753 51.7254118362914,12.1188271703487 51.7254437955832,12.1188275321683 51.7254438225466,12.1188176472575 51.7254845551884,12.1188049546267 51.7255551812032,12.1187912778467 51.7256040477905,12.1187593798328 51.7257295532207,12.1187283791315 51.7258409927674,12.1187148181337 51.7258976877155,12.118705729226 51.7259431479322,12.1186935431426 51.7259855972409,12.1186574335488 51.7261275233544,12.1186369835064 51.7262130601047,12.1186185307079 51.7262770890853,12.1185939559223 51.7263845919821,12.1185643590809 51.7264954563106,12.118554141296 51.7265453834564,12.1185271640284 51.7266354320747,12.1185209262589 51.726659546302,12.1185196960723 51.7266654962157,12.118533995182 51.726666862359,12.1185282205415 51.7266884510187,12.1185164975872 51.726743294483,12.1190161559501 51.7267931137755,12.119031511573 51.7267249953526,12.1190422793236 51.7266840020651,12.119048256583 51.7266674645406,12.1190674764389 51.7266007841634,12.1190805019437 51.7265396222862,12.1191077541942 51.7264383119733,12.1191337183671 51.7263250479062,12.1191434440773 51.7262943815837,12.1191504344315 51.7262679754712,12.1191733303743 51.7261727678643,12.1192083834549 51.7260352547532,12.1192192090967 51.7259979913965,12.1192312070339 51.7259404066577,12.1192444206848 51.7258855631934,12.1192722663194 51.7257864638756,12.1193062049958 51.7256532828769,12.1193184055519 51.7256100696064,12.1193352808169 51.7255213332048,12.1193514961425 51.7254560562039)))",165,1599208472,1599208540,5397.61386623832,3,,2
"MULTIPOLYGON (((12.1190161559501 51.7267931137755,12.1185164975872 51.726743294483,12.1185148275352 51.726751098113,12.118500528005 51.7267497409578,12.1184849114129 51.7268114780391,12.1184675435624 51.7268737094486,12.1184495099444 51.7269593270693,12.1184213595535 51.7270632438162,12.1183949604209 51.7271716095157,12.118366462673 51.7272810088102,12.118351207911 51.7273474644776,12.1183217549313 51.72745885906,12.1183117394709 51.7275039327917,12.1182913901395 51.727582899453,12.1182534269131 51.7277444548522,12.1182021483347 51.7279302862533,12.118193565722 51.7279720704564,12.1181669494912 51.7280750165227,12.1186815588993 51.7281256806555,12.1187084356478 51.7280217099818,12.1187188129385 51.7279721064075,12.1187324901207 51.7279259451541,12.1187673705536 51.7277976715153,12.1188068968866 51.7276298965703,12.1188263199326 51.7275547047778,12.1188381011245 51.7275021442229,12.1188704921655 51.7273793621195,12.1188824904555 51.7273256691039,12.1189089619542 51.7272245565453,12.1189368807738 51.7271101420678,12.1189633812189 51.727012723488,12.1189840779073 51.7269161227965,12.1190061495506 51.7268370752451,12.1190088560406 51.7268251574449,12.1190089284066 51.7268251664326,12.1190161559501 51.7267931137755)))",166,1599208540,1599208606,5402.91394635883,3,,2
"MULTIPOLYGON (((12.1186815588993 51.7281256806555,12.1181669494912 51.7280750165227,12.1181586979222 51.728106963745,12.1181587558167 51.728106963745,12.1181368427325 51.7281924555173,12.1181327901145 51.7282132442546,12.1180993270691 51.7283526717002,12.1180404048988 51.7285794513886,12.1180199536518 51.7286489628864,12.1180057839626 51.7287278486396,12.1179438223288 51.7289623757952,12.1178321727041 51.729412088402,12.1183470578153 51.7294617279161,12.1184588955972 51.7290112243846,12.118520538811 51.728778009445,12.1185375019119 51.7286863700306,12.1185446808351 51.7286662823402,12.11855465317 51.728631292909,12.1186134884986 51.7284050884385,12.1186475739103 51.7282632522677,12.1186531173127 51.7282361361326,12.1186815588993 51.7281256806555)))",167,1599208607,1599208672,5418.4021286702,3,,2
"MULTIPOLYGON (((12.1183470578153 51.7294617279161,12.1178321727041 51.729412088402,12.1177583137419 51.7297066449465,12.117736545394 51.7297849644695,12.1177132862617 51.729878976658,12.1176928639619 51.7299528652051,12.1177071204929 51.7299543931278,12.1176909679156 51.7300132720807,12.1176513535751 51.7301762115613,12.1176370536232 51.7301748903575,12.1176244615603 51.7302292214932,12.1176388194067 51.7302303000269,12.117636662835 51.7302406179994,12.1176510351551 51.7302416515942,12.1176497035807 51.730247691383,12.1176640759008 51.7302486620633,12.1176631351145 51.7302539468785,12.1176918942283 51.7302558612759,12.1176909100211 51.7302612898956,12.1177196836086 51.7302631683418,12.117718713875 51.7302684351814,12.1177331151424 51.7302693429473,12.1177323480397 51.7302742143245,12.1177611361008 51.7302760568196,12.1177603689981 51.7302809551602,12.1177747557919 51.7302818898894,12.11777450974 51.7302834627511,12.1177888965338 51.7302843974803,12.1177881439047 51.7302883251406,12.1178169319659 51.7302901496601,12.1178154990759 51.7302995329034,12.117829871396 51.7303004766204,12.1178289306097 51.7303055367411,12.1178577186708 51.7303073702484,12.1178568502527 51.7303123764424,12.1178712370465 51.7303132752205,12.1178704699438 51.7303182454633,12.1178848567375 51.7303191532292,12.117884162003 51.7303241773987,12.1179129355905 51.7303260738205,12.1179121540142 51.7303310979901,12.1179265263343 51.7303320686704,12.1179257302843 51.7303371557544,12.1179400881308 51.7303381533981,12.117939842079 51.7303397801864,12.1179686011928 51.7303418024371,12.1179680511947 51.7303459368164,12.1179824235148 51.7303470063623,12.1179814827285 51.7303511946682,12.1179958405749 51.7303522192752,12.117994885315 51.7303564345445,12.1180092576351 51.7303574052249,12.1180084615851 51.7303624653455,12.1180228339052 51.7303634629892,12.1180220233817 51.7303690713645,12.1180363957018 51.7303701319226,12.1180354259682 51.730374877471,12.1180641706084 51.7303769446606,12.1180632153484 51.7303811779054,12.1180775876685 51.7303821575735,12.1180767192504 51.7303865795617,12.1181054928379 51.7303884849713,12.1181046823143 51.7303932934341,12.1181190835817 51.7303942461389,12.1181389414097 51.7302806585635,12.1181477558537 51.7302401506348,12.1181923635985 51.730058184022,12.118227013482 51.729933092087,12.1182520962924 51.7298318537226,12.1182719830677 51.7297609401311,12.1183390249476 51.7294937064406,12.118339126263 51.7294937154284,12.1183470578153 51.7294617279161)))",168,1599208672,1599208715,3535.48112151959,3,,2
